plant_id,plant_sp,host,length,width,height,vol_cub,vol_ell,ln.vol_cub,x,y,t0_length_b1,t0_length_b2,t0_length_b3,t1_length_b1,t1_length_b2,t1_length_b3,b1_growth,b2_growth,b3_growth,avg_growth,no_flwrs_b1,no_flwrs_b2,no_flwrs_b3,avg_no_flwrs,int_herb,cn_ratio,mas,slopes,no_chew_4,a_chew_herb,a_suck_herb,biomass,no_any,no_any_4,no_any_5,no_any_6,no_any_7,no_any_8,no_any_9,no_any_10,no_tim,no_grn_tim,no_str_tim,no_tim_gs,no_red_tim,mal,no_tim_4,no_tim_5,no_tim_6,no_tim_7,no_tim_8,no_tim_9,no_tim_10,no_art,no_art_4,no_art_5,no_art_6,no_art_7,no_art_8,no_art_9,no_art_10,no_herb,no_herb_4,no_herb_5,no_herb_6,no_herb_7,no_herb_8,no_herb_9,no_herb_10,no_art_herb,no_art_herb_4,no_art_herb_5,no_art_herb_6,no_art_herb_7,no_art_herb_8,no_art_herb_9,no_art_herb_10,no_carn,no_carn_4,no_carn_5,no_carn_6,no_carn_7,no_carn_8,no_carn_9,no_carn_10,no_lep,no_lep_4,no_lep_5,no_lep_6,no_lep_7,no_lep_8,no_lep_9,no_lep_10,rich_art,rich_art_4,rich_art_5,rich_art_6,rich_art_7,rich_art_8,rich_art_9,rich_art_10,con_2N,con_2N_A,con_2N_C,con_vol,con_vol_A,con_vol_C,con_tim,con_tim_A,con_tim_C,con_gp_A,con_gp_C,q2N_A,q2N_C,con_grn_A,con_grn_C,con_str_A,con_str_C,con_any,con_any4,con_any5,con_any6,con_any7,con_any8,con_any9,con_any10,con_tim4,con_tim5,con_tim6,con_tim7,con_tim8,con_tim9,con_tim10,con_art,con_art4,con_art5,con_art6,con_art7,con_art8,con_art9,con_art10,con_herb,con_herb4,con_herb5,con_herb6,con_herb7,con_herb8,con_herb9,con_herb10,con_art_herb,con_art_herb4,con_art_herb5,con_art_herb6,con_art_herb7,con_art_herb8,con_art_herb9,con_art_herb10,con_carn,con_carn4,con_carn5,con_carn6,con_carn7,con_carn8,con_carn9,con_carn10,con_lep,con_lep4,con_lep5,con_lep6,con_lep7,con_lep8,con_lep9,con_lep10
88,Adenostoma,A,72,72,64,331776,1389740.059,12.71221532,31.46589592,26.46485557,13,15,13,95,79,72,82,64,59,68.33333333,0,0,1,0.333333333,NA,30.8195626,0,-0.072679948,16,3,8.75,0.070525599,21,21,19,17,17,17,16,14,12,2,7,9,3,0.222222222,12,12,12,12,12,12,12,9,9,7,5,5,5,4,2,18,18,17,16,16,16,15,13,6,6,5,4,4,4,3,1,2,2,2,1,1,1,1,1,4,4,4,4,4,4,3,1,6,6,4,2,2,2,1,1,0.860954788,1.183139323,0.394028279,9.032802837,11.04087818,4.929839848,4.309347298,1.814271967,2.730227612,1.054467034,1.724788141,0.581206706,0.631737857,1.03757141,1.702753791,0.576904573,0.983719598,13.1964667,12.09787526,11.22125312,9.230004672,7.77991967,6.917837126,6.26331436,5.758225138,4.289161714,4.289161714,4.28916163,4.28916163,4.286156115,4.164902177,4.145974601,8.88711953,7.808713551,6.932091405,4.940843043,3.490758041,2.631681011,2.098412183,1.612250537,11.18326063,10.58826319,10.00093161,8.582599692,7.343576119,6.727325529,6.073118993,5.585416623,6.873913458,6.299101471,5.711769892,4.293438062,3.054414489,2.441169414,1.908216816,1.439442022,1.264827292,0.778236135,0.684961842,0.452953731,0.293829951,0.172065338,0.172026103,0.172026103,4.324391787,4.078132396,3.955982717,3.577090153,2.879408169,2.296028344,1.893421264,1.432382966
89,Adenostoma,A,36,48,60,103680,434293.7684,11.54906451,29.14846978,26.07160002,15,15,12,80,90,70,65,75,58,66,,,,,NA,26.99065854,0,0.11552453,10,2.75,4,0.075254802,13,13,11,9,9,8,6,5,3,1,2,3,0,0.333333333,3,3,3,3,3,2,2,10,10,8,6,6,5,4,3,11,11,9,8,8,8,6,5,8,8,6,5,5,5,4,3,1,1,1,1,1,0,0,0,7,7,6,5,5,5,4,3,5,5,3,2,2,1,1,1,0.658646468,0.753611171,0.381532633,6.778465646,7.515291971,4.605345922,3.402693523,1.251891432,2.213135373,0.750115452,1.322980245,0.599185706,0.597785504,0.711631061,1.313529539,0.480841893,0.882082074,9.460332874,8.849773281,7.94597984,6.540319765,5.778804091,5.325650719,5.028065741,4.350145503,3.395354715,3.395354715,3.395354676,3.395354676,3.386273992,3.386262499,3.379939428,6.057639423,5.454418566,4.550625125,3.144965089,2.383449415,1.939376727,1.641803242,0.970206075,8.087972901,7.714464239,7.141294927,6.074157904,5.442648338,5.082160998,4.784901069,4.113025917,4.68527945,4.319109524,3.745940212,2.678803229,2.047293662,1.695887006,1.398638571,0.733086489,0.832099673,0.609318757,0.548808863,0.334405157,0.236897042,0.236664762,0.23662852,0.23662852,2.579396179,2.356708689,2.355975143,2.239190139,1.902013586,1.602919197,1.356404929,0.71193664
90,Adenostoma,A,32,24,36,27648,115811.6716,10.22730867,30.14206021,29.43242814,15,14,13,88,86,89,73,72,76,73.66666667,,,,,NA,25.9881055,0,NA,2,1.5,6.5,0.03791966,3,3,3,3,3,2,2,2,1,0,1,1,0,0,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1.196486016,0.450083234,0.213921899,12.82654048,4.524785537,2.099690199,6.921838974,0.739071176,0.564075782,0.462940802,0.254728495,0.626381892,0.45158559,0.364002173,0.25244352,0.242294985,0.308299935,21.55811807,20.43050673,18.52471495,14.64689618,11.86932916,10.74331921,10.04052859,9.293283639,6.916742762,6.916742762,6.916742744,6.916742744,6.914606479,6.8465149,6.829751496,14.63627912,13.51376397,11.60797219,7.730153432,4.952586415,3.828712731,3.194013685,2.463532143,18.0700988,17.48794716,16.49105197,13.53908468,11.26923525,10.31936395,9.616666155,8.874193232,11.14825986,10.57120439,9.574309207,6.622341936,4.352492505,3.404757474,2.770151255,2.044441736,1.899485094,1.372733576,1.141775505,0.8177801,0.487075682,0.418070625,0.418062564,0.418062564,5.984342652,5.746683213,5.678391891,5.265362895,4.167060068,3.280081488,2.751957663,2.036109879
91,Ceanothus,C,12,12,48,6912,28952.9179,8.84101431,27.18666854,25.5785749,40,40,40,132,95,101,92,55,61,69.33333333,0,0,0,0,10,17.91296842,0,0.198042052,2,NA,NA,0.025300456,7,6,4,2,2,2,2,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,7,6,4,2,2,2,2,0,7,6,4,2,2,2,2,0,7,6,4,2,2,2,2,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,2,0,5,4,2,1,1,1,1,0,0.439079088,0.269939438,1.10762864,4.757150615,2.863539393,9.523129966,2.007570909,1.224068981,0.914017586,0.854832867,0.659211547,0.698353508,0.72122414,0.746366424,0.655474253,0.329301407,0.235794925,6.475969282,6.168008454,5.485265018,4.648997869,4.222740227,3.704791818,3.276176588,2.916320454,2.004584237,2.004584237,2.004584216,2.004584216,1.981261687,1.838424445,1.836057618,4.468398419,4.163424216,3.480680781,2.644413653,2.218156011,1.723530131,1.437752143,1.080262836,5.330987892,5.208793112,4.76720167,4.215927465,3.872966506,3.544594589,3.116482037,2.759026818,3.323417028,3.204208875,2.762617432,2.211343249,1.86838229,1.563332902,1.278057592,0.922969201,0.65229298,0.492140652,0.44975643,0.367128984,0.299724392,0.156765409,0.156732869,0.156732869,2.177169712,2.14634969,2.002808678,1.787656257,1.616403524,1.430001257,1.164699654,0.865931852
92,Ceanothus,C,72,60,72,311040,1302881.305,12.6476768,31.72975083,29.02544507,40,40,40,70,78,74,30,38,34,34,0,0,0,0,10,19.4764603,0,-0.080166928,20,NA,NA,0.216370496,25,25,25,22,18,15,15,15,11,5,6,11,0,0.454545455,11,11,11,11,11,11,11,14,14,14,11,7,4,4,4,22,22,22,20,17,14,14,14,11,11,11,9,6,3,3,3,2,2,2,2,1,1,1,1,9,9,9,9,6,3,3,3,9,9,9,6,4,3,3,3,1.537203241,0.652951172,0.909303723,16.06750515,6.171931773,7.093491168,7.4960494,2.341958984,0.468691395,1.34365517,0.380808163,0.573731299,0.812492328,1.222871646,0.380090756,0.829495075,0.066232548,24.19295828,21.96196302,19.99375417,15.93030267,13.17996325,12.07700665,10.89487709,9.879320897,7.485572169,7.485572169,7.485572131,7.485572131,7.484224197,7.428975187,7.393868734,16.69690893,14.47639085,12.50818201,8.444730541,5.694391123,4.592782451,3.465901899,2.485452163,20.12840373,18.99859721,18.02496957,14.98393533,12.55357852,11.7962529,10.61425936,9.608817174,12.63235438,11.51302504,10.53939741,7.4983632,5.068006393,4.312028699,3.185284173,2.21494844,2.406326988,1.336030726,1.075775764,0.471412581,0.325568506,0.268883486,0.268872184,0.268872184,6.980279836,6.523059133,6.46751092,5.816798369,4.763545683,4.063461846,3.171945498,2.209502026
93,Ceanothus,C,72,72,72,373248,1563457.566,12.82999836,31.19673785,31.0163553,40,40,40,64,70,82,24,30,42,32,6,4,5,5,5,20.68392601,0,-0.088802068,14,NA,NA,0.355658613,43,43,35,23,15,15,15,15,12,2,8,10,2,0.2,12,12,12,12,12,12,12,31,31,23,11,3,3,3,3,34,34,30,20,14,14,14,14,22,22,18,8,2,2,2,2,3,3,2,2,1,1,1,1,2,2,2,2,2,2,2,2,10,10,4,3,2,2,2,2,1.504714101,0.89542276,0.745369199,15.28123167,9.394911386,6.005090297,4.820345776,3.524653797,0.19785545,1.381491384,0.116168326,0.391950944,0.587137356,1.128437288,0.115547699,1.833234769,0.069180138,17.84682534,16.43193077,15.56990797,12.88355394,10.95938849,9.38901858,8.569802876,7.504385034,4.816199381,4.816199381,4.816199365,4.816199365,4.815361507,4.788315277,4.759131202,13.02647959,11.61573139,10.75370859,8.067354576,6.143189127,4.573657073,3.781487599,2.745253832,15.07733576,14.3762911,14.03165251,12.02377775,10.30775006,9.185121574,8.365964854,7.304739999,10.25699,9.560091723,9.215453125,7.207578389,5.491550694,4.369760067,3.577649577,2.545608797,1.587133792,0.909603691,0.74620813,0.371405442,0.226573024,0.197292253,0.197288192,0.197288192,7.607072119,7.366078464,7.338925488,6.70995674,5.27435657,4.26489093,3.562913354,2.540188786
94,Adenostoma,A,24,24,36,20736,86858.75369,9.939626599,28.64090646,31.63776088,21,13,14,62,85,68,41,72,54,55.66666667,,,,,NA,26.28636145,0,NA,0,1.75,5.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775298071,0.62261646,1.005369121,8.076411354,6.509220648,8.824168901,3.193858535,2.163332902,0.418135461,0.804203931,0.13008523,0.371743031,0.311107864,0.670124514,0.109957597,1.209325846,0.213252008,11.88006437,11.40674645,10.15595679,7.763451339,6.240334624,5.545777048,5.226494744,4.731416688,3.192464017,3.192464017,3.192464012,3.192464012,3.191040182,3.167021445,3.159079704,8.686205839,8.214282436,6.963492772,4.570987326,3.047870612,2.354736866,2.059473299,1.572336984,9.844318938,9.600854371,8.956607907,7.023836319,5.794771839,5.354313451,5.035067114,4.541331519,6.65046041,6.408390354,5.764143889,3.831372307,2.602307827,2.163273269,1.86804567,1.382251815,0.864960907,0.648864923,0.493881517,0.376137364,0.214052671,0.189162925,0.189160604,0.189160604,3.333834912,3.246421578,3.222340339,2.952447882,2.464395646,2.11506975,1.851011232,1.374447651
95,Adenostoma,A,48,48,30,69120,289529.179,11.1435994,32.06165523,33.04850501,24,17,20,90,97,111,66,80,91,79,,,,,NA,30.14371928,0,-0.206958176,7,1,5.5,0.067265668,10,10,10,8,7,5,5,2,0,0,0,0,0,NA,0,0,0,0,0,0,0,10,10,10,8,7,5,5,2,8,8,8,6,5,5,5,2,8,8,8,6,5,5,5,2,0,0,0,0,0,0,0,0,7,7,7,6,5,5,5,2,5,5,5,3,2,0,0,0,1.509012818,1.386770605,0.741239973,15.5412431,14.54895082,7.137660484,4.764713627,4.395718443,1.026419888,1.548668192,0.445777849,0.352312873,0.434303596,1.21060282,0.422130847,2.450488664,0.571925682,22.26817288,20.99266237,18.69727712,13.82969022,11.12100294,9.900100773,9.142052501,8.285137421,4.762498586,4.762498586,4.762498577,4.762498577,4.762204457,4.753199995,4.71855426,17.50345926,16.23016378,13.93477853,9.067191642,6.358504364,5.137896316,4.388852506,3.566583161,18.7158458,18.08223941,17.01398417,13.03929411,10.81597679,9.668457296,8.910440997,8.055954536,13.95113218,13.31974082,12.25148559,8.276795533,6.053478212,4.90625284,4.157241002,3.337400276,1.524764598,0.955323418,0.66276567,0.427035112,0.238046414,0.223537479,0.223535914,0.223535914,7.648697031,7.513008195,7.503988003,6.848444857,5.723267762,4.845222452,4.134128559,3.330511596
96,Adenostoma,A,16,8,16,2048,8578.642339,7.624618986,33.10676087,31.29876614,16,19,15,37,65,100,21,46,85,50.66666667,,,,,NA,27.49133553,0,0,0,1.75,4,0.003690748,3,2,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1.813842096,0.680986278,0.54230333,19.44085124,7.303917645,5.671929654,7.610262179,2.287046519,1.104709306,1.214745035,0.414707849,0.531141376,0.375399978,0.968675812,0.41101345,0.985109422,0.687970459,30.155371,28.23698428,26.19485785,20.46522941,16.59431746,14.75903388,13.40569536,11.79371282,7.60414148,7.60414148,7.604141454,7.604141454,7.603758343,7.58892967,7.514893762,22.54510885,20.6328428,18.59071637,12.86108796,8.990176003,7.155275534,5.816765694,4.278819054,25.48501178,24.71775737,23.65312399,19.22784046,15.88333438,14.43158699,13.07832924,11.47303159,17.87474963,17.11361589,16.04898251,11.62369901,8.279192921,6.827828652,5.489399574,3.958137824,2.468472535,1.401740573,1.222513184,0.59582936,0.335264732,0.315273357,0.315269446,0.315269446,11.46051914,11.14889181,11.13394214,10.08993399,8.016315985,6.716100753,5.467200215,3.951561773
97,Adenostoma,A,36,36,72,93312,390864.3916,11.443704,33.21021725,33.3764176,15,14,10,80,85,75,65,71,65,67,,,,,NA,29.98564722,0,0,4,0.25,3.25,0.013982529,4,4,4,4,3,3,3,3,1,0,1,1,0,0,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,0,0,0,0,0,0,0,0,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1.659459844,1.104436145,0.64047735,17.0160902,11.49592199,6.35399168,4.338364697,3.360814319,0.73152879,1.44097348,0.196181674,0.428757243,0.268180388,1.242662374,0.190621893,1.738943623,0.5334906,27.21630782,25.51983149,23.05958444,16.66484661,13.84301542,11.7721836,10.81904258,8.918226183,4.335959435,4.335959435,4.335959423,4.335959423,4.335781542,4.329698888,4.276522209,22.87794313,21.18387205,18.723625,12.32888718,9.507055995,7.436402057,6.489343697,4.641703974,22.81630359,21.98471383,20.84849813,15.47465569,13.15806789,11.58071883,10.6276143,8.729574757,18.47793891,17.64875439,16.5125387,11.13869627,8.822108465,7.244937287,6.297915409,4.453052548,1.554057004,0.816160997,0.559331521,0.328105183,0.194520153,0.178572325,0.178570934,0.178570934,11.00053599,10.85870605,10.85262663,9.716619983,8.38450791,7.17447697,6.259331031,4.442209418
98,Ceanothus,C,17,24,56,22848,95705.4786,10.03661887,67.64440937,46.37754878,40,40,40,95,86,100,55,46,60,53.66666667,0,0,0,0,6,17.10542488,0,NA,0,NA,NA,0.0098566,1,1,1,1,1,1,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.110554971,1.337503005,0.687590594,1.179444589,13.98898427,6.811507011,0.106926086,5.178113965,0.935261034,1.623042512,0.342077013,0.313442795,0.365755655,1.375876887,0.326886133,3.096509022,0.590210767,1.080283974,0.952315782,0.951714831,0.553198372,0.254289421,0.246959488,0.24609144,0.232951729,0.106926072,0.106926072,0.106926072,0.106926072,0.106926072,0.106925179,0.106837829,0.973357889,0.845389709,0.844788758,0.4462723,0.147363349,0.140033416,0.13916626,0.126113899,0.959005777,0.842647447,0.842274608,0.552605325,0.254162454,0.246852292,0.24598425,0.23284473,0.852079691,0.735721375,0.735348536,0.445679253,0.147236382,0.13992622,0.139059071,0.126006901,0.006543267,0.003135709,0.003028994,0.000174333,0.00010681,0.000106661,0.000106661,0.000106661,0.828542094,0.725701111,0.725691224,0.437042405,0.145506388,0.138338504,0.137703231,0.124668432
99,Adenostoma,A,63,38,42,100548,421174.4775,11.5183905,66.21042729,48.80038351,31,31,25,42,116,107,11,85,82,59.33333333,,,,,NA,24.90357564,0,-0.111168145,8,1.5,3.5,0.043935377,10,9,9,5,2,2,2,2,1,0,1,1,0,0,1,1,1,1,1,1,1,9,8,8,4,1,1,1,1,9,8,8,5,2,2,2,2,8,7,7,4,1,1,1,1,0,0,0,0,0,0,0,0,8,7,7,4,1,1,1,1,7,6,6,3,1,1,1,1,0.108877353,1.55908817,0.517769713,1.019881191,16.35318223,5.4493289,0.006985086,6.301691744,0.72368302,2.396271079,0.266575504,0.380258378,0.368359484,1.983738623,0.266429004,3.281771227,0.446406121,0.17493504,0.160424948,0.159751269,0.148307321,0.141787044,0.139139224,0.138277376,0.12845537,0.00698508,0.00698508,0.00698508,0.00698508,0.00698508,0.006983179,0.006936744,0.167949954,0.153439867,0.152766188,0.141322241,0.134801964,0.132154143,0.131294197,0.121518625,0.156005357,0.150011335,0.149487384,0.147729332,0.141686505,0.139074492,0.138212648,0.128390767,0.149020271,0.143026255,0.142502304,0.140744252,0.134701425,0.132089412,0.131229469,0.121454023,0.008081148,0.003846485,0.003793778,0.000104019,6.45E-05,6.43E-05,6.43E-05,6.43E-05,0.042082917,0.040089679,0.040085415,0.039731503,0.035828196,0.033417499,0.032834217,0.023091612
100,Adenostoma,A,28,28,31,24304,101804.3571,10.09839622,67.07371343,38.2691146,23,40,52,61,138,198,38,98,146,94,0,0,0,0,NA,26.96048287,0,-0.062892149,5,2,5,0.093617848,11,7,7,6,5,4,4,3,1,0,1,1,0,0,1,1,1,1,1,1,1,10,6,6,5,4,3,3,2,9,6,6,6,5,4,4,3,8,5,5,5,4,3,3,2,0,0,0,0,0,0,0,0,5,4,4,4,4,3,3,2,10,6,6,5,4,3,3,2,0.06074169,1.735908948,0.355618855,0.532008503,18.45982438,3.735593295,0.027898185,6.831450562,0.459615464,2.253562569,0.306393207,0.329880535,0.666629456,1.870249867,0.183218778,3.9385932,0.149336237,0.216387641,0.197002989,0.187427219,0.159977702,0.124186065,0.113042942,0.095609808,0.071870653,0.027897526,0.027897526,0.027897515,0.027897515,0.027897515,0.027897049,0.025860205,0.188489457,0.169105464,0.159529694,0.132080187,0.09628855,0.085145427,0.067712759,0.046010449,0.173535652,0.170404012,0.168338493,0.150775908,0.119444392,0.108335733,0.090902738,0.067166699,0.145637468,0.142506487,0.140440968,0.122878393,0.091546877,0.080438218,0.063005689,0.041306494,0.020139119,0.010551719,0.007475592,0.005721111,0.004700872,0.00470045,0.00470045,0.00470045,0.122036012,0.120042683,0.119666934,0.106657876,0.081032778,0.070076304,0.055630774,0.033943531
101,Ceanothus,C,17,14,31,7378,30904.89413,8.906257878,55.99671234,46.06108436,40,40,40,69,67,64,29,27,24,26.66666667,0,0,0,0,13,19.24310047,0,0,0,NA,NA,0.043415401,2,1,1,1,1,1,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,0.359750001,1.723879409,0.55652519,3.359648922,17.69418148,5.965903627,0.263531678,5.808774857,0.715373467,2.035934537,0.281899944,0.350492933,0.394059826,1.726541313,0.256032894,3.241879887,0.431331033,2.396671144,2.180846402,2.083485119,1.545717775,1.345355076,1.252390984,1.151758793,0.905847138,0.2635315,0.2635315,0.263531499,0.263531499,0.263531499,0.263246325,0.262557705,2.133139465,1.917314902,1.819953619,1.282186275,1.081823577,0.988859485,0.888512468,0.643289433,1.846682884,1.842455557,1.757794932,1.474422156,1.333030286,1.246327641,1.145695588,0.899790161,1.583151205,1.578924057,1.494263432,1.210890657,1.069498787,0.982796142,0.882449263,0.637232456,0.285897237,0.112421712,0.111580305,0.006770645,0.006050999,0.006017259,0.006017259,0.006017259,1.119600428,1.117161142,1.117127338,1.066312548,0.942048907,0.891041125,0.82822901,0.588844764
102,Adenostoma,A,21,16,31,10416,43630.43877,9.251098364,57.36568799,46.91092578,15,19,36,106,105,163,91,86,127,101.3333333,,,,,NA,29.23935854,0,NA,0,2,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323327234,1.542461439,0.476108961,2.944710435,15.9586422,5.119421639,0.189654645,3.521805521,0.740624773,1.225743576,0.359301985,0.348044084,0.485133631,0.993463235,0.279651835,2.07764534,0.378238108,2.199078569,1.861213645,1.814964217,1.439099969,1.27701903,1.231812477,1.180993624,0.953681356,0.189654558,0.189654558,0.189654558,0.189654558,0.189654558,0.189501707,0.189058792,2.009423924,1.671559087,1.625309659,1.249445411,1.087364472,1.042157919,0.991491917,0.764622563,1.593150915,1.586660086,1.546902232,1.405271702,1.270817708,1.228753393,1.177934612,0.950625511,1.403496271,1.397005528,1.357247673,1.215617144,1.08116315,1.039098835,0.988432904,0.761566718,0.245615753,0.108713656,0.108197356,0.003503205,0.003052793,0.003037703,0.003037702,0.003037702,1.008104317,1.003244332,1.003221411,0.968764106,0.843828199,0.817754481,0.785422428,0.561485902
103,Adenostoma,A,48,37,28,49728,208300.1593,10.81432343,58.00628613,44.34538656,26,24,37,126,121,134,100,97,97,98,,,,,NA,28.09029248,0,-0.068178411,9,2.25,6.5,0.123924597,12,11,11,9,8,8,8,6,1,0,1,1,0,0,1,1,1,1,1,1,1,11,10,10,8,7,7,7,5,9,9,9,9,8,8,8,6,8,8,8,8,7,7,7,5,2,1,1,0,0,0,0,0,8,8,8,8,7,7,7,5,5,4,4,2,1,1,1,1,0.264606984,1.698890113,0.651968584,2.307714288,17.9196764,7.38740487,0.076069904,5.025229261,1.047164835,1.531590324,0.643317748,0.304780189,0.61434239,1.310532714,0.636524743,3.068158334,0.400733515,0.8706794,0.688947693,0.639873755,0.447951194,0.381380234,0.330718879,0.275547915,0.247586678,0.076069712,0.076069712,0.076069711,0.076069711,0.07606971,0.075980258,0.074454842,0.794609496,0.612877981,0.563804043,0.371881484,0.305310523,0.254649169,0.199567657,0.173131836,0.616589407,0.607398939,0.564212842,0.400671389,0.376981081,0.328461725,0.27329096,0.245338105,0.540519504,0.531329227,0.48814313,0.324601678,0.30091137,0.252392015,0.197310702,0.170883263,0.04840357,0.005463611,0.00379429,0.003747601,0.002240422,0.002220821,0.002220821,0.002220821,0.185152189,0.179786442,0.179703853,0.142223756,0.125900319,0.096917267,0.064699118,0.040223006
104,Ceanothus,C,17,31,56,29512,123619.5765,10.29255224,52.49524514,41.89913571,40,40,40,78,68,86,38,28,46,37.33333333,0,0,0,0,4,17.52815267,0,0.018285291,5,NA,NA,0.052235692,11,9,9,7,5,4,2,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,11,9,9,7,5,4,2,1,7,7,7,5,5,4,2,1,7,7,7,5,5,4,2,1,1,0,0,0,0,0,0,0,5,5,5,4,4,3,2,1,9,7,7,5,3,2,1,1,0.287112295,1.787556475,0.751666508,2.718728704,18.20413152,8.26598145,0.558306355,6.953443239,1.453045226,2.446347464,1.084955731,0.35181814,0.746677193,2.110882892,1.081252523,3.71430423,0.365852916,3.578072276,3.298225758,2.847789218,1.503927108,1.392115988,1.130616995,1.044755496,0.973532771,0.558303794,0.558303794,0.558303788,0.558303788,0.558303781,0.557577105,0.553836891,3.019765922,2.739921964,2.289485424,0.94562332,0.8338122,0.572313214,0.487178391,0.419695881,2.962933821,2.957302766,2.544014398,1.447598839,1.3578977,1.113553311,1.027693587,0.956553007,2.404627467,2.398998973,1.985710605,0.889295051,0.799593912,0.55524953,0.470116482,0.402716116,0.274097839,0.046387714,0.04079896,0.021220758,0.016901377,0.01650315,0.016503147,0.016503147,0.421534923,0.421081805,0.420894521,0.372433124,0.324840655,0.278612646,0.212950376,0.160461328
105,Ceanothus,C,21,21,45,19845,83126.54161,9.895707365,52.0857671,43.23744332,40,40,,78,118,,38,78,,58,0,0,,0,8,19.7816552,0,-0.076817858,2,NA,NA,0.123958027,13,12,10,4,4,3,3,3,2,1,1,2,0,0.5,2,2,2,2,2,2,2,11,10,8,2,2,1,1,1,11,11,9,4,4,3,3,3,9,9,7,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,1,1,0,0,0,0.313647173,1.697538902,0.794252975,3.066694621,17.92049717,8.323963128,0.260852685,9.303224185,0.969260789,4.014796498,0.600097857,0.431548936,0.619129406,3.579881477,0.595802182,4.676385406,0.366534394,3.666601316,3.161998156,3.069132833,2.426240694,1.873992459,1.567601549,1.025489958,0.750377425,0.260850956,0.260850956,0.260850953,0.260850953,0.260850947,0.259648973,0.257763657,3.405748631,2.901147201,2.808281877,2.165389741,1.613141506,1.306750601,0.765840985,0.492613769,2.578458594,2.572210589,2.53603308,1.948611279,1.817390483,1.539737506,0.997626909,0.72256083,2.317605909,2.311359633,2.275182124,1.687760326,1.55653953,1.278886558,0.737977936,0.464797173,0.284458863,0.052948739,0.049627834,0.030116875,0.027772725,0.027405252,0.027405251,0.027405251,1.564721776,1.564331227,1.56423754,1.287893956,1.222843267,0.948715767,0.638573686,0.391383736
106,Ceanothus,C,56,59,70,231280,968783.3986,12.35138438,48.2690809,49.10714531,40,40,40,100,78,96,60,38,56,51.33333333,0,1,1,0.666666667,7,19.65420641,0,0.0129075,19,NA,NA,0.311106096,29,27,25,22,20,18,14,14,9,2,7,9,0,0.222222222,9,9,9,9,9,9,9,20,18,16,13,11,9,5,5,26,26,24,22,20,18,14,14,17,17,15,13,11,9,5,5,1,0,0,0,0,0,0,0,10,10,10,10,9,7,4,4,12,10,8,6,5,3,3,3,0.188079639,0.860954788,0.347721976,2.104173658,9.032802837,3.762199498,0.615144268,4.309347298,0.694760013,2.045595395,0.394315149,0.474687987,0.567555907,1.812980292,0.392979503,2.010542652,0.299898901,4.153511496,3.988776956,3.698928947,2.777928951,2.236313372,1.846522105,1.376090556,1.140059117,0.615143898,0.615143898,0.615143898,0.615143898,0.615143895,0.600423996,0.600348543,3.538367228,3.373633058,3.083785049,2.162785053,1.621169474,1.23137821,0.77566656,0.539710574,3.418321372,3.393364642,3.31943985,2.414729522,2.007971681,1.73807202,1.267640552,1.031612883,2.803177105,2.778220744,2.704295952,1.799585624,1.392827783,1.122928126,0.667216556,0.431264339,0.143216106,0.111152087,0.110509558,0.108745809,0.108443085,0.108211751,0.108211751,0.108211751,1.598408744,1.598331197,1.598327813,1.185668236,1.033965158,0.788833033,0.434293483,0.305709318
